match_id,investor_pk,company,company_sector,company_stage,matched_on,outcome,investor_feedback
5297,1074,Company P65,Enterprise SaaS,Seed,2025-03-01,meeting_taken,Passed - portfolio conflict.
5298,1172,Company H33,FinTech,Seed,2025-12-28,meeting_taken,No response after two follow-ups.
5299,1126,Company P68,FinTech,Seed,2023-01-07,meeting_taken,Passed - portfolio conflict.
5300,1161,Company M14,DeepTech,Series A,2026-06-11,meeting_taken,
5301,1148,Company D28,DeepTech,Pre-seed,2025-10-27,meeting_taken,"Strong team, wrong stage for us."
5302,1165,Company U49,Healthcare - Digital Health,Seed,2026-12-05,intro_only,"Took the meeting as a favour, not a fit."
5303,1205,Company H58,ClimateTech,Pre-seed,2023-03-21,meeting_taken,"Took the meeting as a favour, not a fit."
5304,1031,Company U22,FinTech,Pre-seed,2023-12-19,meeting_taken,
5305,1036,Company H92,DeepTech,Pre-seed,2025-02-16,converted,"Converted, led the round."
5306,1088,Company P62,Healthcare - Digital Health,Seed,2026-01-27,no_response,Too early.
5307,1142,Company U10,FinTech,Series A,2025-02-27,intro_only,Too early.
5308,1205,Company L87,Marketplace,Series A,2024-12-01,no_response,Too early.
5309,1196,Company C49,Marketplace,Pre-seed,2025-03-26,intro_only,Liked it. Asked for financials.
5310,1066,Company N52,Healthcare - Digital Health,Pre-seed,2026-08-06,no_response,"Strong team, wrong stage for us."
5311,1041,Company T79,FinTech,Seed,2024-12-03,meeting_taken,Passed - portfolio conflict.
5312,1185,Company R85,Marketplace,Seed,2025-02-19,converted,Passed - portfolio conflict.
5313,1127,Company P65,Enterprise SaaS,Seed,2025-03-19,meeting_taken,
5314,1074,Company H41,ClimateTech,Series A,2025-03-16,no_response,Passed - portfolio conflict.
5315,1030,Company N16,Healthcare - Digital Health,Seed,2025-06-10,meeting_taken,Passed - portfolio conflict.
5316,1137,Company S63,ClimateTech,Seed,2026-12-10,meeting_taken,Too early.
5317,1067,Company A93,Enterprise SaaS,Seed,2023-05-09,intro_only,Liked it. Asked for financials.
5318,1016,Company D82,Marketplace,Series A,2023-05-23,meeting_taken,"Strong team, wrong stage for us."
5319,1041,Company W81,Marketplace,Series A,2026-12-14,no_response,Passed - portfolio conflict.
5320,1092,Company Q20,DeepTech,Series A,2023-08-06,meeting_taken,"Took the meeting as a favour, not a fit."
5321,1017,Company V51,Healthcare - Digital Health,Seed,2025-01-07,no_response,"Strong team, wrong stage for us."
5322,1221,Company M25,Marketplace,Seed,2025-03-08,meeting_taken,No response after two follow-ups.
5323,1160,Company E77,Healthcare - Digital Health,Seed,2026-03-19,declined,Too early.
5324,1199,Company F20,Healthcare - Digital Health,Series A,2026-06-02,converted,Too early.
5325,1061,Company N84,ClimateTech,Series A,2026-04-02,meeting_taken,"Strong team, wrong stage for us."
5326,1075,Company A50,Healthcare - Digital Health,Series A,2026-06-04,converted,No response after two follow-ups.
5327,1044,Company C67,FinTech,Series A,2023-04-07,converted,"Strong team, wrong stage for us."
5328,1128,Company Z46,ClimateTech,Series A,2023-04-17,converted,Passed - portfolio conflict.
5329,1042,Company S99,ClimateTech,Series A,2024-03-23,intro_only,No response after two follow-ups.
5330,1120,Company A75,Healthcare - Digital Health,Pre-seed,2023-08-02,intro_only,
5331,1179,Company G11,ClimateTech,Pre-seed,2024-08-27,converted,Passed - portfolio conflict.
5332,1084,Company E74,ClimateTech,Seed,2026-11-24,meeting_taken,"Took the meeting as a favour, not a fit."
5333,1053,Company C69,Enterprise SaaS,Series A,2025-10-20,converted,"Strong team, wrong stage for us."
5334,1074,Company H33,FinTech,Pre-seed,2025-04-24,declined,Liked it. Asked for financials.
5335,1225,Company P76,Healthcare - Digital Health,Seed,2025-10-18,declined,"Converted, led the round."
5336,1224,Company X78,Healthcare - Digital Health,Series A,2024-02-28,no_response,"Strong team, wrong stage for us."
5337,1224,Company P64,DeepTech,Pre-seed,2024-09-14,meeting_taken,"Converted, led the round."
5338,1121,Company X72,Enterprise SaaS,Series A,2026-01-16,meeting_taken,"Converted, led the round."
5339,1093,Company R26,ClimateTech,Pre-seed,2024-11-08,declined,Too early.
5340,1007,Company V51,FinTech,Series A,2025-11-21,no_response,No response after two follow-ups.
5341,1134,Company Q59,DeepTech,Seed,2026-05-21,meeting_taken,"Converted, led the round."
5342,1194,Company Z32,Marketplace,Seed,2026-03-15,no_response,Liked it. Asked for financials.
5343,1204,Company Z19,DeepTech,Series A,2026-04-05,meeting_taken,Liked it. Asked for financials.
5344,1118,Company L34,Healthcare - Digital Health,Series A,2026-01-11,meeting_taken,"Strong team, wrong stage for us."
5345,1219,Company A47,Enterprise SaaS,Series A,2024-05-12,meeting_taken,"Converted, led the round."
5346,1036,Company Z63,DeepTech,Series A,2023-02-27,meeting_taken,
5347,1137,Company V79,Healthcare - Digital Health,Series A,2024-08-19,meeting_taken,No response after two follow-ups.
5348,1049,Company M39,ClimateTech,Series A,2026-12-14,meeting_taken,"Took the meeting as a favour, not a fit."
5349,9008,Company A69,DeepTech,Pre-seed,2026-08-01,declined,"Took the meeting as a favour, not a fit."
5350,1114,Company F53,Marketplace,Pre-seed,2023-12-24,intro_only,"Converted, led the round."
5351,1049,Company V76,DeepTech,Pre-seed,2023-05-22,meeting_taken,Liked it. Asked for financials.
5352,1143,Company M59,Enterprise SaaS,Pre-seed,2025-10-07,converted,Too early.
5353,1144,Company P39,ClimateTech,Series A,2025-01-10,converted,Too early.
5354,9009,Company L68,Enterprise SaaS,Pre-seed,2025-12-15,no_response,Liked it. Asked for financials.
5355,1081,Company D49,ClimateTech,Pre-seed,2026-08-09,meeting_taken,No response after two follow-ups.
5356,9012,Company M82,DeepTech,Seed,2025-01-20,declined,Passed - portfolio conflict.
5357,1111,Company P75,FinTech,Series A,2024-03-20,meeting_taken,Passed - portfolio conflict.
5358,1033,Company M22,FinTech,Seed,2026-04-24,converted,No response after two follow-ups.
5359,1202,Company L96,Enterprise SaaS,Series A,2025-03-05,meeting_taken,Passed - portfolio conflict.
