match_id,investor_id,company,company_sector,company_stage,matched_on,outcome,investor_feedback
5197,638b5e4e-39bd-4e2e-a0bf-8a469e328e1d,Company Y23,ClimateTech,Seed,2026-11-19,meeting_taken,Too early.
5198,45bcf66d-85bb-4db3-a8bd-31ebe6843b72,Company F26,Healthcare - Digital Health,Pre-seed,2025-07-19,meeting_taken,Liked it. Asked for financials.
5199,d2d0798f-90e5-455e-8558-bd6329478ddb,Company E33,Enterprise SaaS,Seed,2026-09-21,intro_only,Too early.
5200,e7cf978b-e688-42b7-b631-5bb2f82548ed,Company N68,Enterprise SaaS,Series A,2023-10-26,converted,"Strong team, wrong stage for us."
5201,261cf6d1-3552-4fa1-904b-7a39092ca8ba,Company T68,ClimateTech,Pre-seed,2026-09-12,meeting_taken,Too early.
5202,9c60a116-c391-4613-b26a-82ce29fb533b,Company B47,Healthcare - Digital Health,Seed,2025-06-15,intro_only,"Strong team, wrong stage for us."
5203,188d336e-6b35-4dcc-9541-7388ccb0336c,Company F62,FinTech,Seed,2026-12-15,declined,"Strong team, wrong stage for us."
5204,e8950074-531f-4f13-9a56-e9a462b6f113,Company R64,Enterprise SaaS,Series A,2026-06-12,intro_only,"Took the meeting as a favour, not a fit."
5205,9a8ff269-5a9f-4b69-9135-7f5b3bcd26a4,Company Y68,DeepTech,Series A,2024-03-18,converted,"Converted, led the round."
5206,bfc9c7a1-5902-465e-be09-2a6f1a6952f1,Company K73,FinTech,Seed,2026-09-23,meeting_taken,"Converted, led the round."
5207,362b0581-95b1-4feb-b25e-c339494f8268,Company E63,ClimateTech,Series A,2024-09-16,converted,"Strong team, wrong stage for us."
5208,e7cf978b-e688-42b7-b631-5bb2f82548ed,Company G28,FinTech,Series A,2026-03-13,meeting_taken,Liked it. Asked for financials.
5209,3358516d-3d8e-4875-8c83-d13eab5c6718,Company G20,DeepTech,Series A,2026-12-02,meeting_taken,"Converted, led the round."
5210,f292eb53-e285-4d39-b35a-67e7f8cf7996,Company D36,Enterprise SaaS,Series A,2026-03-10,meeting_taken,Passed - portfolio conflict.
5211,UNKNOWN_LEGACY,Company Z51,DeepTech,Pre-seed,2023-10-12,converted,"Converted, led the round."
5212,2e4d1e47-1d79-4083-8c75-30f8cf91107a,Company S80,FinTech,Series A,2024-11-17,no_response,"Took the meeting as a favour, not a fit."
5213,e6b2539f-f471-458b-b7d8-dc2890317cf3,Company J45,Enterprise SaaS,Seed,2023-12-04,meeting_taken,"Took the meeting as a favour, not a fit."
5214,188d336e-6b35-4dcc-9541-7388ccb0336c,Company H10,Marketplace,Seed,2023-07-12,meeting_taken,"Converted, led the round."
5215,0c9c1a53-4d81-407b-b16a-ac05b7a34240,Company Y67,FinTech,Pre-seed,2024-06-12,declined,"Strong team, wrong stage for us."
5216,a2e50951-1cc3-4c81-9ecb-476d8deb57b0,Company L84,Healthcare - Digital Health,Series A,2026-12-25,declined,Too early.
5217,a5ca1112-22d8-4252-8131-329deb300b4a,Company X71,FinTech,Pre-seed,2023-07-19,meeting_taken,
5218,bf574a78-9fac-4cf5-aec7-c25e9e94404e,Company X31,Marketplace,Pre-seed,2024-01-08,no_response,Passed - portfolio conflict.
5219,889b467e-ffb4-4555-b56e-4ea4dac53360,Company Z18,Healthcare - Digital Health,Seed,2024-03-21,meeting_taken,No response after two follow-ups.
5220,e6f66c0c-ee03-475a-a009-f3e94e89f15b,Company F23,ClimateTech,Series A,2023-03-28,meeting_taken,No response after two follow-ups.
5221,4ba8ddc3-61c4-471b-bca2-01d2c6645d16,Company K68,Marketplace,Pre-seed,2023-01-26,declined,"Took the meeting as a favour, not a fit."
5222,b3fded49-fe7d-4f2e-b8e1-38516f7cd217,Company M89,Marketplace,Series A,2025-10-10,no_response,"Converted, led the round."
5223,922f35f0-978c-4717-8ca9-0f86d91cfa6e,Company Q69,ClimateTech,Seed,2026-11-17,meeting_taken,Too early.
5224,5d0a25d7-3c24-4408-9f8d-25c483e2db29,Company W84,FinTech,Pre-seed,2026-01-20,meeting_taken,
5225,730fed86-de3a-44ad-a4e8-b08be21cbd53,Company F24,ClimateTech,Seed,2025-03-08,intro_only,
5226,bf7a824a-e273-4ef1-9b47-b036024ada4f,Company J96,FinTech,Pre-seed,2026-06-06,declined,"Converted, led the round."
5227,UNKNOWN_LEGACY,Company M93,Enterprise SaaS,Series A,2026-10-26,no_response,No response after two follow-ups.
5228,bfc9c7a1-5902-465e-be09-2a6f1a6952f1,Company X75,Marketplace,Series A,2024-08-12,meeting_taken,"Strong team, wrong stage for us."
5229,fa54e2b3-d08a-48d0-b098-dd598ec543d8,Company M33,FinTech,Series A,2026-01-14,meeting_taken,
5230,50bd0a76-134e-4586-b504-59a319fac58c,Company J86,Marketplace,Pre-seed,2024-02-21,meeting_taken,
5231,fd567294-b94a-4a5f-8c49-6640c58a277c,Company P56,Healthcare - Digital Health,Seed,2024-05-08,converted,"Strong team, wrong stage for us."
5232,dc2a75ee-3c2e-41e7-b1e7-3e7ae0d5dd12,Company P43,FinTech,Pre-seed,2026-10-08,no_response,Too early.
5233,244dad41-4786-4db8-b428-8038037094fe,Company P63,Marketplace,Series A,2023-09-10,meeting_taken,"Strong team, wrong stage for us."
5234,a9af5828-bd2d-46ff-b1ff-a7d613bb523f,Company L53,Marketplace,Seed,2023-10-23,no_response,Liked it. Asked for financials.
5235,345bc53d-1670-42b2-9f73-d096164bde1f,Company K49,Enterprise SaaS,Seed,2026-06-24,declined,"Strong team, wrong stage for us."
5236,f0b37497-67bb-456f-82f5-2869fbae8f90,Company M16,Marketplace,Pre-seed,2023-06-07,intro_only,"Converted, led the round."
5237,8a688750-75e3-467c-8467-ea05529c6af4,Company K37,Enterprise SaaS,Pre-seed,2026-06-25,intro_only,Liked it. Asked for financials.
5238,e8950074-531f-4f13-9a56-e9a462b6f113,Company D74,Healthcare - Digital Health,Series A,2023-04-26,intro_only,Too early.
5239,6a4a675a-9a5d-4062-bc5f-6e7decf91349,Company K53,ClimateTech,Series A,2025-07-04,meeting_taken,Too early.
5240,599264a2-dd9d-4f47-a3cd-2db6cb9b2f3e,Company E33,Marketplace,Seed,2024-04-07,meeting_taken,"Took the meeting as a favour, not a fit."
5241,55267f01-d4e0-492b-93f9-28c72f6a3b2f,Company A48,Healthcare - Digital Health,Pre-seed,2024-11-15,converted,No response after two follow-ups.
5242,f30c3c22-c040-454b-a11e-62eda27f1d30,Company U65,Healthcare - Digital Health,Seed,2026-06-09,intro_only,Too early.
5243,77ed38d8-74f0-45c4-b962-33c6e3e1dc14,Company W55,ClimateTech,Pre-seed,2024-12-17,meeting_taken,
5244,30b3fb82-cb63-4f7f-9047-e18626279816,Company E19,ClimateTech,Pre-seed,2023-07-07,intro_only,"Took the meeting as a favour, not a fit."
5245,b339e59e-dd00-450d-92ce-02d1cce3d482,Company V36,Enterprise SaaS,Pre-seed,2024-11-21,no_response,Too early.
5246,UNKNOWN_LEGACY,Company F66,DeepTech,Series A,2023-03-23,meeting_taken,
5247,3358516d-3d8e-4875-8c83-d13eab5c6718,Company X90,Marketplace,Seed,2026-12-01,declined,"Converted, led the round."
5248,50bd0a76-134e-4586-b504-59a319fac58c,Company G56,ClimateTech,Pre-seed,2023-05-23,no_response,"Took the meeting as a favour, not a fit."
5249,b0f7d9ae-d557-4dec-88f5-fd9fec9a8248,Company S27,Healthcare - Digital Health,Seed,2024-04-27,meeting_taken,Liked it. Asked for financials.
5250,09e5f063-76c4-48c5-b2ec-583b1726fa93,Company K89,DeepTech,Pre-seed,2025-03-05,meeting_taken,No response after two follow-ups.
5251,2e4d1e47-1d79-4083-8c75-30f8cf91107a,Company M46,Enterprise SaaS,Pre-seed,2026-04-14,meeting_taken,"Strong team, wrong stage for us."
5252,0713d31d-7957-4c41-b8c7-7bff10f68f00,Company R46,Marketplace,Pre-seed,2025-09-18,meeting_taken,"Took the meeting as a favour, not a fit."
5253,5e7a492c-f409-4ba4-bbc5-c645e915e34b,Company E89,DeepTech,Pre-seed,2026-10-21,meeting_taken,"Strong team, wrong stage for us."
5254,e7cf978b-e688-42b7-b631-5bb2f82548ed,Company P13,DeepTech,Series A,2026-11-20,converted,
5255,79e898e6-eda6-47c6-b8a4-c578a2b6de2a,Company B67,Marketplace,Series A,2025-02-12,converted,
5256,22babdf1-9faf-45f2-8ae8-0acd718bab4b,Company L59,Enterprise SaaS,Series A,2023-02-17,meeting_taken,"Strong team, wrong stage for us."
5257,a9af5828-bd2d-46ff-b1ff-a7d613bb523f,Company V29,Enterprise SaaS,Seed,2025-09-16,meeting_taken,Liked it. Asked for financials.
5258,d2d0798f-90e5-455e-8558-bd6329478ddb,Company L83,FinTech,Seed,2023-12-13,intro_only,No response after two follow-ups.
5259,UNKNOWN_LEGACY,Company N21,FinTech,Series A,2025-05-23,intro_only,"Took the meeting as a favour, not a fit."
5260,e6b2539f-f471-458b-b7d8-dc2890317cf3,Company T75,FinTech,Series A,2025-11-23,meeting_taken,No response after two follow-ups.
5261,4df95018-0bb0-4878-a82a-926d44fcf768,Company L95,Marketplace,Series A,2025-06-08,intro_only,"Took the meeting as a favour, not a fit."
5262,bf469869-1ae8-4cd3-b950-7a2c1a32fa9f,Company B95,Marketplace,Series A,2025-03-24,meeting_taken,"Converted, led the round."
5263,38c84fa8-b2c4-4c56-8579-b1ad37a45ebf,Company L36,ClimateTech,Seed,2023-01-15,intro_only,"Took the meeting as a favour, not a fit."
5264,b3fded49-fe7d-4f2e-b8e1-38516f7cd217,Company H92,DeepTech,Seed,2026-09-04,meeting_taken,No response after two follow-ups.
5265,3bf351ee-0cb1-4e5c-83cf-64e63153540a,Company F25,Healthcare - Digital Health,Series A,2025-03-05,no_response,Liked it. Asked for financials.
5266,05961c66-e39f-4dd7-906c-f24e50936ec6,Company E30,Enterprise SaaS,Series A,2025-09-16,no_response,"Strong team, wrong stage for us."
5267,39cadbc6-0e24-4d4e-9b04-d73a69766b5c,Company M50,ClimateTech,Seed,2025-04-24,declined,
5268,f92a3150-1b6f-4825-904e-fdd9b6bac74c,Company E25,Healthcare - Digital Health,Pre-seed,2024-08-26,meeting_taken,Too early.
5269,be6a8a94-c7a6-4a07-bad3-3727484f9b62,Company L19,DeepTech,Pre-seed,2024-04-27,meeting_taken,
5270,31d6df52-d4fc-4bf2-a416-5b5829d5e53b,Company H56,FinTech,Pre-seed,2023-05-20,intro_only,No response after two follow-ups.
5271,a6c6a915-5d97-4025-9a6c-d55267f95af5,Company B97,ClimateTech,Seed,2026-08-20,meeting_taken,
5272,UNKNOWN_LEGACY,Company P10,Healthcare - Digital Health,Pre-seed,2026-09-05,no_response,
5273,750be3f4-e9fb-4c12-9294-52253936542c,Company T39,Healthcare - Digital Health,Series A,2026-01-16,meeting_taken,No response after two follow-ups.
5274,5aac8e11-234c-434a-90f7-e5f357ca744f,Company Q38,FinTech,Pre-seed,2024-05-03,declined,"Converted, led the round."
5275,8a688750-75e3-467c-8467-ea05529c6af4,Company P75,Marketplace,Seed,2023-10-05,meeting_taken,"Took the meeting as a favour, not a fit."
5276,UNKNOWN_LEGACY,Company D80,Healthcare - Digital Health,Pre-seed,2023-03-23,converted,"Strong team, wrong stage for us."
5277,8601ec42-b0e4-422c-9364-b4e54c2989df,Company X72,Marketplace,Series A,2026-04-11,meeting_taken,"Strong team, wrong stage for us."
5278,0713d31d-7957-4c41-b8c7-7bff10f68f00,Company Y30,DeepTech,Series A,2023-07-25,meeting_taken,"Strong team, wrong stage for us."
5279,0c9c1a53-4d81-407b-b16a-ac05b7a34240,Company E51,DeepTech,Pre-seed,2024-04-21,converted,Too early.
5280,01e68e0f-9cf4-479e-8578-62b97a8feb08,Company C55,DeepTech,Series A,2024-11-21,converted,No response after two follow-ups.
5281,9dcb0ae1-8c0d-4c0b-8b18-785bedc73a37,Company Q43,Healthcare - Digital Health,Pre-seed,2025-04-09,meeting_taken,"Converted, led the round."
5282,f92a3150-1b6f-4825-904e-fdd9b6bac74c,Company Y85,ClimateTech,Pre-seed,2026-06-11,declined,Too early.
5283,8d413315-e975-4d87-8f9b-7996548380de,Company J16,Enterprise SaaS,Seed,2024-12-13,intro_only,Liked it. Asked for financials.
5284,e7cf978b-e688-42b7-b631-5bb2f82548ed,Company K58,Marketplace,Seed,2023-05-15,converted,"Took the meeting as a favour, not a fit."
5285,5dc424f8-1934-4aa9-9803-633b5e7e983b,Company M13,ClimateTech,Seed,2024-04-06,declined,"Converted, led the round."
5286,c3b23bbe-ee04-47a2-8503-2998a3d5774b,Company F90,FinTech,Series A,2026-08-07,meeting_taken,Too early.
5287,096866b2-8462-43bf-ad02-8ba52e685868,Company V70,Marketplace,Pre-seed,2023-06-07,no_response,
5288,8d413315-e975-4d87-8f9b-7996548380de,Company G10,Marketplace,Seed,2023-11-23,meeting_taken,"Strong team, wrong stage for us."
5289,c02f66de-e9ea-42a7-8b2b-330d61c39f62,Company E49,Healthcare - Digital Health,Seed,2024-07-26,converted,
5290,d196d568-8ead-4f23-ae85-929a15c284af,Company Q78,FinTech,Series A,2023-04-14,meeting_taken,No response after two follow-ups.
5291,4d8e8b24-a08e-40c3-aa6d-91432d4f7298,Company U15,Healthcare - Digital Health,Series A,2024-04-21,intro_only,"Took the meeting as a favour, not a fit."
5292,fe2402c7-b7d2-4685-880e-26c07aaed3f6,Company V15,Marketplace,Series A,2023-05-01,declined,Passed - portfolio conflict.
5293,UNKNOWN_LEGACY,Company K71,DeepTech,Series A,2023-04-17,meeting_taken,"Strong team, wrong stage for us."
5294,26103bba-59c6-41eb-9af9-4cfca629c086,Company J35,Enterprise SaaS,Pre-seed,2025-02-05,converted,Too early.
5295,6bd4f942-c6c5-408a-8669-27ead00b40a1,Company E18,Enterprise SaaS,Series A,2023-11-23,meeting_taken,Liked it. Asked for financials.
5296,f070f53f-769e-4f6f-9348-98c91a05e6b8,Company R97,Marketplace,Seed,2023-12-25,declined,"Converted, led the round."
5297,f30c3c22-c040-454b-a11e-62eda27f1d30,Company P65,Enterprise SaaS,Seed,2025-03-01,meeting_taken,Passed - portfolio conflict.
5298,590eaca8-134b-4984-8f83-3a04f2279def,Company H33,FinTech,Seed,2025-12-28,meeting_taken,No response after two follow-ups.
5299,44c72373-b86c-4f63-9196-a95698f8e2ad,Company P68,FinTech,Seed,2023-01-07,meeting_taken,Passed - portfolio conflict.
5300,7e2ac0d6-f833-41a4-95be-a51681b8ddd1,Company M14,DeepTech,Series A,2026-06-11,meeting_taken,
5301,b9fffaf8-f7dc-42f2-a096-db6b2275e021,Company D28,DeepTech,Pre-seed,2025-10-27,meeting_taken,"Strong team, wrong stage for us."
5302,43a9e12d-ff62-4725-b79b-d35888c0172e,Company U49,Healthcare - Digital Health,Seed,2026-12-05,intro_only,"Took the meeting as a favour, not a fit."
5303,5dc424f8-1934-4aa9-9803-633b5e7e983b,Company H58,ClimateTech,Pre-seed,2023-03-21,meeting_taken,"Took the meeting as a favour, not a fit."
5304,3652417e-1052-4b0b-ba98-ddf0cfeab292,Company U22,FinTech,Pre-seed,2023-12-19,meeting_taken,
5305,1e73e2af-73a8-46fd-988d-44e3602cc167,Company H92,DeepTech,Pre-seed,2025-02-16,converted,"Converted, led the round."
5306,dae70bbd-1304-4a02-8cc0-ac9c6525b353,Company P62,Healthcare - Digital Health,Seed,2026-01-27,no_response,Too early.
5307,3358516d-3d8e-4875-8c83-d13eab5c6718,Company U10,FinTech,Series A,2025-02-27,intro_only,Too early.
5308,5dc424f8-1934-4aa9-9803-633b5e7e983b,Company L87,Marketplace,Series A,2024-12-01,no_response,Too early.
5309,d721064e-723e-4356-9935-dcaae54ad67e,Company C49,Marketplace,Pre-seed,2025-03-26,intro_only,Liked it. Asked for financials.
5310,0f94c8d9-4f41-45d0-a52a-6d69a51fc6bd,Company N52,Healthcare - Digital Health,Pre-seed,2026-08-06,no_response,"Strong team, wrong stage for us."
5311,3b4333a4-29ea-43bc-8220-2f4549716666,Company T79,FinTech,Seed,2024-12-03,meeting_taken,Passed - portfolio conflict.
5312,204e8d63-8a8e-4e4b-ae2e-249c175b27c3,Company R85,Marketplace,Seed,2025-02-19,converted,Passed - portfolio conflict.
5313,fceef9b2-b13e-4f0f-afa5-3b6f46959aec,Company P65,Enterprise SaaS,Seed,2025-03-19,meeting_taken,
5314,f30c3c22-c040-454b-a11e-62eda27f1d30,Company H41,ClimateTech,Series A,2025-03-16,no_response,Passed - portfolio conflict.
5315,30b3fb82-cb63-4f7f-9047-e18626279816,Company N16,Healthcare - Digital Health,Seed,2025-06-10,meeting_taken,Passed - portfolio conflict.
5316,5e7a492c-f409-4ba4-bbc5-c645e915e34b,Company S63,ClimateTech,Seed,2026-12-10,meeting_taken,Too early.
5317,f292eb53-e285-4d39-b35a-67e7f8cf7996,Company A93,Enterprise SaaS,Seed,2023-05-09,intro_only,Liked it. Asked for financials.
5318,3e42a3d8-4ea5-4ae7-a665-bc62ca526876,Company D82,Marketplace,Series A,2023-05-23,meeting_taken,"Strong team, wrong stage for us."
5319,3b4333a4-29ea-43bc-8220-2f4549716666,Company W81,Marketplace,Series A,2026-12-14,no_response,Passed - portfolio conflict.
5320,55267f01-d4e0-492b-93f9-28c72f6a3b2f,Company Q20,DeepTech,Series A,2023-08-06,meeting_taken,"Took the meeting as a favour, not a fit."
5321,9af234b7-e888-4b63-8a73-44e7f79792e4,Company V51,Healthcare - Digital Health,Seed,2025-01-07,no_response,"Strong team, wrong stage for us."
5322,09e5f063-76c4-48c5-b2ec-583b1726fa93,Company M25,Marketplace,Seed,2025-03-08,meeting_taken,No response after two follow-ups.
5323,1d80bd73-6faa-4203-871f-ef864138c709,Company E77,Healthcare - Digital Health,Seed,2026-03-19,declined,Too early.
5324,244dad41-4786-4db8-b428-8038037094fe,Company F20,Healthcare - Digital Health,Series A,2026-06-02,converted,Too early.
5325,8a688750-75e3-467c-8467-ea05529c6af4,Company N84,ClimateTech,Series A,2026-04-02,meeting_taken,"Strong team, wrong stage for us."
5326,6bd4f942-c6c5-408a-8669-27ead00b40a1,Company A50,Healthcare - Digital Health,Series A,2026-06-04,converted,No response after two follow-ups.
5327,1e3cecfe-ac3c-4518-bf35-4bd3eedd2c01,Company C67,FinTech,Series A,2023-04-07,converted,"Strong team, wrong stage for us."
5328,7a71f11a-96ab-4cd7-b724-00e96373ed1b,Company Z46,ClimateTech,Series A,2023-04-17,converted,Passed - portfolio conflict.
5329,512071a7-01e4-496f-a497-7d4490e2b844,Company S99,ClimateTech,Series A,2024-03-23,intro_only,No response after two follow-ups.
5330,4c46ff16-b16c-4a79-90b5-b2c629d59477,Company A75,Healthcare - Digital Health,Pre-seed,2023-08-02,intro_only,
5331,bfc9c7a1-5902-465e-be09-2a6f1a6952f1,Company G11,ClimateTech,Pre-seed,2024-08-27,converted,Passed - portfolio conflict.
5332,2ea582df-3110-42b8-b918-d0e2e23cbc41,Company E74,ClimateTech,Seed,2026-11-24,meeting_taken,"Took the meeting as a favour, not a fit."
5333,4df95018-0bb0-4878-a82a-926d44fcf768,Company C69,Enterprise SaaS,Series A,2025-10-20,converted,"Strong team, wrong stage for us."
5334,f30c3c22-c040-454b-a11e-62eda27f1d30,Company H33,FinTech,Pre-seed,2025-04-24,declined,Liked it. Asked for financials.
5335,8bb543b1-f43d-4d8c-84a2-fd8d1f5d7fd6,Company P76,Healthcare - Digital Health,Seed,2025-10-18,declined,"Converted, led the round."
5336,6a4a675a-9a5d-4062-bc5f-6e7decf91349,Company X78,Healthcare - Digital Health,Series A,2024-02-28,no_response,"Strong team, wrong stage for us."
5337,6a4a675a-9a5d-4062-bc5f-6e7decf91349,Company P64,DeepTech,Pre-seed,2024-09-14,meeting_taken,"Converted, led the round."
5338,ef8ab470-6ee8-4d86-86c9-50a069fa80dd,Company X72,Enterprise SaaS,Series A,2026-01-16,meeting_taken,"Converted, led the round."
5339,4ba8ddc3-61c4-471b-bca2-01d2c6645d16,Company R26,ClimateTech,Pre-seed,2024-11-08,declined,Too early.
5340,35b5e111-2833-4359-8e5c-804b1e68f97f,Company V51,FinTech,Series A,2025-11-21,no_response,No response after two follow-ups.
5341,31d6df52-d4fc-4bf2-a416-5b5829d5e53b,Company Q59,DeepTech,Seed,2026-05-21,meeting_taken,"Converted, led the round."
5342,972dc898-063d-458f-9435-8ee4ff28c19a,Company Z32,Marketplace,Seed,2026-03-15,no_response,Liked it. Asked for financials.
5343,041b9504-22ac-4810-8a75-2e6d9966b048,Company Z19,DeepTech,Series A,2026-04-05,meeting_taken,Liked it. Asked for financials.
5344,2e4d1e47-1d79-4083-8c75-30f8cf91107a,Company L34,Healthcare - Digital Health,Series A,2026-01-11,meeting_taken,"Strong team, wrong stage for us."
5345,05961c66-e39f-4dd7-906c-f24e50936ec6,Company A47,Enterprise SaaS,Series A,2024-05-12,meeting_taken,"Converted, led the round."
5346,1e73e2af-73a8-46fd-988d-44e3602cc167,Company Z63,DeepTech,Series A,2023-02-27,meeting_taken,
5347,5e7a492c-f409-4ba4-bbc5-c645e915e34b,Company V79,Healthcare - Digital Health,Series A,2024-08-19,meeting_taken,No response after two follow-ups.
5348,28201c9a-a94b-4851-b9ba-c809cb0f8abb,Company M39,ClimateTech,Series A,2026-12-14,meeting_taken,"Took the meeting as a favour, not a fit."
5349,UNKNOWN_LEGACY,Company A69,DeepTech,Pre-seed,2026-08-01,declined,"Took the meeting as a favour, not a fit."
5350,f35f82c6-4ff7-4768-a883-41dcf73f2cff,Company F53,Marketplace,Pre-seed,2023-12-24,intro_only,"Converted, led the round."
5351,28201c9a-a94b-4851-b9ba-c809cb0f8abb,Company V76,DeepTech,Pre-seed,2023-05-22,meeting_taken,Liked it. Asked for financials.
5352,7c590d10-2e8c-4d19-ae33-9254df3e1577,Company M59,Enterprise SaaS,Pre-seed,2025-10-07,converted,Too early.
5353,7f12558a-2a25-4944-ba97-4308f098f8e4,Company P39,ClimateTech,Series A,2025-01-10,converted,Too early.
5354,UNKNOWN_LEGACY,Company L68,Enterprise SaaS,Pre-seed,2025-12-15,no_response,Liked it. Asked for financials.
5355,261cf6d1-3552-4fa1-904b-7a39092ca8ba,Company D49,ClimateTech,Pre-seed,2026-08-09,meeting_taken,No response after two follow-ups.
5356,UNKNOWN_LEGACY,Company M82,DeepTech,Seed,2025-01-20,declined,Passed - portfolio conflict.
5357,9dcb0ae1-8c0d-4c0b-8b18-785bedc73a37,Company P75,FinTech,Series A,2024-03-20,meeting_taken,Passed - portfolio conflict.
5358,d196d568-8ead-4f23-ae85-929a15c284af,Company M22,FinTech,Seed,2026-04-24,converted,No response after two follow-ups.
5359,3f10ee92-cfdb-430e-90de-ac048a12f815,Company L96,Enterprise SaaS,Series A,2025-03-05,meeting_taken,Passed - portfolio conflict.
